date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:50:57	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22119f-68074bd6-ffb709f86ae65ff0;;;%22	https://saptarang.org/envato/traveler/01/plus-icon.png	D:/xyz/saptarang.org/envato/traveler/01/plus-icon.png	(from https://saptarang.org/envato/traveler/01/index2.html)
23:50:58	25633/25633	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20May%202025%2016:51:00%20GMT	https://saptarang.org/envato/traveler/01/images/gallery/small/02.jpg	D:/xyz/saptarang.org/envato/traveler/01/images/gallery/small/02.jpg	(from https://saptarang.org/envato/traveler/01/index2.html)
23:50:59	25633/25633	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20May%202025%2016:51:01%20GMT	https://saptarang.org/envato/traveler/01/images/gallery/large/02.jpg	D:/xyz/saptarang.org/envato/traveler/01/images/gallery/large/02.jpg	(from https://saptarang.org/envato/traveler/01/index2.html)
23:50:59	29833/29833	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20May%202025%2016:51:02%20GMT	https://saptarang.org/envato/traveler/01/images/gallery/small/03.jpg	D:/xyz/saptarang.org/envato/traveler/01/images/gallery/small/03.jpg	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:00	29833/29833	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20May%202025%2016:51:03%20GMT	https://saptarang.org/envato/traveler/01/images/gallery/large/03.jpg	D:/xyz/saptarang.org/envato/traveler/01/images/gallery/large/03.jpg	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:01	17430/17430	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20May%202025%2016:51:03%20GMT	https://saptarang.org/envato/traveler/01/images/gallery/small/04.jpg	D:/xyz/saptarang.org/envato/traveler/01/images/gallery/small/04.jpg	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:02	17430/17430	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20May%202025%2016:51:04%20GMT	https://saptarang.org/envato/traveler/01/images/gallery/large/04.jpg	D:/xyz/saptarang.org/envato/traveler/01/images/gallery/large/04.jpg	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:03	23194/23194	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20May%202025%2016:51:05%20GMT	https://saptarang.org/envato/traveler/01/images/gallery/small/05.jpg	D:/xyz/saptarang.org/envato/traveler/01/images/gallery/small/05.jpg	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:03	23194/23194	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20May%202025%2016:51:06%20GMT	https://saptarang.org/envato/traveler/01/images/gallery/large/05.jpg	D:/xyz/saptarang.org/envato/traveler/01/images/gallery/large/05.jpg	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:04	24041/24041	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20May%202025%2016:51:06%20GMT	https://saptarang.org/envato/traveler/01/images/gallery/small/06.jpg	D:/xyz/saptarang.org/envato/traveler/01/images/gallery/small/06.jpg	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:05	24041/24041	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20May%202025%2016:51:07%20GMT	https://saptarang.org/envato/traveler/01/images/gallery/large/06.jpg	D:/xyz/saptarang.org/envato/traveler/01/images/gallery/large/06.jpg	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:05	20432/20432	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20May%202025%2016:51:08%20GMT	https://saptarang.org/envato/traveler/01/images/gallery/small/07.jpg	D:/xyz/saptarang.org/envato/traveler/01/images/gallery/small/07.jpg	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:06	20432/20432	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20May%202025%2016:51:08%20GMT	https://saptarang.org/envato/traveler/01/images/gallery/large/07.jpg	D:/xyz/saptarang.org/envato/traveler/01/images/gallery/large/07.jpg	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:07	26252/26252	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20May%202025%2016:51:09%20GMT	https://saptarang.org/envato/traveler/01/images/gallery/small/08.jpg	D:/xyz/saptarang.org/envato/traveler/01/images/gallery/small/08.jpg	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:08	26252/26252	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20May%202025%2016:51:10%20GMT	https://saptarang.org/envato/traveler/01/images/gallery/large/08.jpg	D:/xyz/saptarang.org/envato/traveler/01/images/gallery/large/08.jpg	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:08	2786/2786	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20May%202025%2016:51:10%20GMT	https://saptarang.org/envato/traveler/01/images/quote/01.jpg	D:/xyz/saptarang.org/envato/traveler/01/images/quote/01.jpg	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:09	2506/2506	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20May%202025%2016:51:11%20GMT	https://saptarang.org/envato/traveler/01/images/quote/02.jpg	D:/xyz/saptarang.org/envato/traveler/01/images/quote/02.jpg	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:09	2608/2608	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20May%202025%2016:51:11%20GMT	https://saptarang.org/envato/traveler/01/images/quote/03.jpg	D:/xyz/saptarang.org/envato/traveler/01/images/quote/03.jpg	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:10	96481/96481	---M-Z	200	added ('OK')	application/x-javascript	etag:%22178e1-66a880a7-fa932c22757d127d;gz%22	https://saptarang.org/envato/traveler/01/js/jquery.min.js	D:/xyz/saptarang.org/envato/traveler/01/js/jquery.min.js	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:10	2677/2677	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a75-66a880a7-dfbd71c4247d816d;gz%22	https://saptarang.org/envato/traveler/01/js/jquery.countdown.js	D:/xyz/saptarang.org/envato/traveler/01/js/jquery.countdown.js	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:11	7882/7882	---M-Z	200	added ('OK')	application/x-javascript	etag:%221eca-66a880a7-8a34d39248b54fcf;gz%22	https://saptarang.org/envato/traveler/01/js/jquery.superslides.min.js	D:/xyz/saptarang.org/envato/traveler/01/js/jquery.superslides.min.js	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:12	37055/37055	---M-Z	200	added ('OK')	application/x-javascript	etag:%2290bf-66a880a7-cb61e330b8b29f50;gz%22	https://saptarang.org/envato/traveler/01/js/bootstrap.min.js	D:/xyz/saptarang.org/envato/traveler/01/js/bootstrap.min.js	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:12	21511/21511	---M-Z	200	added ('OK')	application/x-javascript	etag:%225407-66a880a7-8c028460184bf104;gz%22	https://saptarang.org/envato/traveler/01/js/jquery.prettyPhoto.js	D:/xyz/saptarang.org/envato/traveler/01/js/jquery.prettyPhoto.js	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:13	8426/8426	---M-Z	200	added ('OK')	application/x-javascript	etag:%2220ea-66a880a6-2f3d5c69e8ab7390;gz%22	https://saptarang.org/envato/traveler/01/js/wow.min.js	D:/xyz/saptarang.org/envato/traveler/01/js/wow.min.js	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:13	3289/3289	---M-Z	200	added ('OK')	application/x-javascript	etag:%22cd9-66a880a6-85f1c2e9e6ad71d7;gz%22	https://saptarang.org/envato/traveler/01/js/placeholders.js	D:/xyz/saptarang.org/envato/traveler/01/js/placeholders.js	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:14	23890/23890	---M-Z	200	added ('OK')	application/x-javascript	etag:%225d52-66a880a7-a3561147dc8bb6e8;gz%22	https://saptarang.org/envato/traveler/01/js/owl.carousel.min.js	D:/xyz/saptarang.org/envato/traveler/01/js/owl.carousel.min.js	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:14	2135/2135	---M-Z	200	added ('OK')	application/x-javascript	etag:%22857-66a880a6-2551ac40991dce6;gz%22	https://saptarang.org/envato/traveler/01/js/custom.js	D:/xyz/saptarang.org/envato/traveler/01/js/custom.js	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:15	12757/12757	---M-Z	200	added ('OK')	application/x-javascript	etag:%2231d5-67a35e23-dbbd9b4cf0c38de4;gz%22	https://saptarang.org/envato/traveler/01/js/master.js	D:/xyz/saptarang.org/envato/traveler/01/js/master.js	(from https://saptarang.org/envato/traveler/01/index2.html)
23:51:15	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-ffb709f86ae65ff0;gz%22	https://saptarang.org/envato/traveler/01/fonts/glyphicons-halflings-regular.eot	D:/xyz/saptarang.org/envato/traveler/01/fonts/glyphicons-halflings-regular.eot	(from https://saptarang.org/envato/traveler/01/css/bootstrap.min.css)
23:51:16	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-ffb709f86ae65ff0;gz%22	https://saptarang.org/envato/traveler/01/fonts/glyphicons-halflings-regular.eot?	D:/xyz/saptarang.org/envato/traveler/01/fonts/glyphicons-halflings-regulard41d.eot	(from https://saptarang.org/envato/traveler/01/css/bootstrap.min.css)
23:51:17	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-ffb709f86ae65ff0;gz%22	https://saptarang.org/envato/traveler/01/fonts/glyphicons-halflings-regular.woff2	D:/xyz/saptarang.org/envato/traveler/01/fonts/glyphicons-halflings-regular.woff2	(from https://saptarang.org/envato/traveler/01/css/bootstrap.min.css)
23:51:17	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-ffb709f86ae65ff0;gz%22	https://saptarang.org/envato/traveler/01/fonts/glyphicons-halflings-regular.woff	D:/xyz/saptarang.org/envato/traveler/01/fonts/glyphicons-halflings-regular.woff	(from https://saptarang.org/envato/traveler/01/css/bootstrap.min.css)
23:51:18	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-ffb709f86ae65ff0;gz%22	https://saptarang.org/envato/traveler/01/fonts/glyphicons-halflings-regular.ttf	D:/xyz/saptarang.org/envato/traveler/01/fonts/glyphicons-halflings-regular.ttf	(from https://saptarang.org/envato/traveler/01/css/bootstrap.min.css)
23:51:18	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-ffb709f86ae65ff0;gz%22	https://saptarang.org/envato/traveler/01/fonts/glyphicons-halflings-regular.svg	D:/xyz/saptarang.org/envato/traveler/01/fonts/glyphicons-halflings-regular.svg	(from https://saptarang.org/envato/traveler/01/css/bootstrap.min.css)
23:51:19	75220/75220	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22125d4-66a881f4-ebbe3fbc4d2da083;gz%22	https://saptarang.org/envato/traveler/01/fonts/font-awesome/fonts/fontawesome-webfont.eot?v=4.6.1	D:/xyz/saptarang.org/envato/traveler/01/fonts/font-awesome/fonts/fontawesome-webfont914c.eot	(from https://saptarang.org/envato/traveler/01/fonts/font-awesome/css/font-awesome.min.css)
23:51:20	75220/75220	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22125d4-66a881f4-ebbe3fbc4d2da083;gz%22	https://saptarang.org/envato/traveler/01/fonts/font-awesome/fonts/fontawesome-webfont.eot?	D:/xyz/saptarang.org/envato/traveler/01/fonts/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://saptarang.org/envato/traveler/01/fonts/font-awesome/css/font-awesome.min.css)
23:51:21	70728/70728	---M--	200	added ('OK')	font/woff2	etag:%2211448-66a881f3-8ef4b7f4c86a3dc7;;;%22	https://saptarang.org/envato/traveler/01/fonts/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.1	D:/xyz/saptarang.org/envato/traveler/01/fonts/font-awesome/fonts/fontawesome-webfont914c.woff2	(from https://saptarang.org/envato/traveler/01/fonts/font-awesome/css/font-awesome.min.css)
23:51:22	89076/89076	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2215bf4-66a881f4-105d00b65833d657;;;%22	https://saptarang.org/envato/traveler/01/fonts/font-awesome/fonts/fontawesome-webfont.woff?v=4.6.1	D:/xyz/saptarang.org/envato/traveler/01/fonts/font-awesome/fonts/fontawesome-webfont914c.woff	(from https://saptarang.org/envato/traveler/01/fonts/font-awesome/css/font-awesome.min.css)
23:51:22	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-ffb709f86ae65ff0;gz%22	https://saptarang.org/envato/traveler/01/fonts/font-awesome/fonts/fontawesome-webfont.ttf?v=4.6.1	D:/xyz/saptarang.org/envato/traveler/01/fonts/font-awesome/fonts/fontawesome-webfont914c.ttf	(from https://saptarang.org/envato/traveler/01/fonts/font-awesome/css/font-awesome.min.css)
23:51:23	386421/386421	---M-Z	200	added ('OK')	image/svg+xml	etag:%225e575-66a881f3-4a91dcc6c7d4f7b;gz%22	https://saptarang.org/envato/traveler/01/fonts/font-awesome/fonts/fontawesome-webfont.svg?v=4.6.1	D:/xyz/saptarang.org/envato/traveler/01/fonts/font-awesome/fonts/fontawesome-webfont914c.svg	(from https://saptarang.org/envato/traveler/01/fonts/font-awesome/css/font-awesome.min.css)
23:51:24	175/175	---M--	200	added ('OK')	image/png	date:Sat,%2031%20May%202025%2016:51:26%20GMT	https://saptarang.org/envato/traveler/01/images/grabbing.png	D:/xyz/saptarang.org/envato/traveler/01/images/grabbing.png	(from https://saptarang.org/envato/traveler/01/css/owl.carousel.css)
23:51:24	1440/1440	---M--	200	added ('OK')	image/gif	etag:%225a0-66a880a5-8bc8b583a6141030;;;%22	https://saptarang.org/envato/traveler/01/images/AjaxLoader.gif	D:/xyz/saptarang.org/envato/traveler/01/images/AjaxLoader.gif	(from https://saptarang.org/envato/traveler/01/css/owl.carousel.css)
23:51:25	6528/6528	---M--	200	added ('OK')	image/png	date:Sat,%2031%20May%202025%2016:51:27%20GMT	https://saptarang.org/envato/traveler/01/images/prettyPhoto/default/sprite.png	D:/xyz/saptarang.org/envato/traveler/01/images/prettyPhoto/default/sprite.png	(from https://saptarang.org/envato/traveler/01/css/prettyPhoto.css)
23:51:26	133/133	---M--	200	added ('OK')	image/png	date:Sat,%2031%20May%202025%2016:51:28%20GMT	https://saptarang.org/envato/traveler/01/images/prettyPhoto/default/sprite_x.png	D:/xyz/saptarang.org/envato/traveler/01/images/prettyPhoto/default/sprite_x.png	(from https://saptarang.org/envato/traveler/01/css/prettyPhoto.css)
23:51:26	151/151	---M--	200	added ('OK')	image/png	date:Sat,%2031%20May%202025%2016:51:28%20GMT	https://saptarang.org/envato/traveler/01/images/prettyPhoto/default/sprite_y.png	D:/xyz/saptarang.org/envato/traveler/01/images/prettyPhoto/default/sprite_y.png	(from https://saptarang.org/envato/traveler/01/css/prettyPhoto.css)
23:51:27	462/462	---M--	200	added ('OK')	image/png	date:Sat,%2031%20May%202025%2016:51:29%20GMT	https://saptarang.org/envato/traveler/01/images/prettyPhoto/default/sprite_next.png	D:/xyz/saptarang.org/envato/traveler/01/images/prettyPhoto/default/sprite_next.png	(from https://saptarang.org/envato/traveler/01/css/prettyPhoto.css)
23:51:27	472/472	---M--	200	added ('OK')	image/png	date:Sat,%2031%20May%202025%2016:51:30%20GMT	https://saptarang.org/envato/traveler/01/images/prettyPhoto/default/sprite_prev.png	D:/xyz/saptarang.org/envato/traveler/01/images/prettyPhoto/default/sprite_prev.png	(from https://saptarang.org/envato/traveler/01/css/prettyPhoto.css)
23:51:28	810/810	---M--	200	added ('OK')	image/png	date:Sat,%2031%20May%202025%2016:51:30%20GMT	https://saptarang.org/envato/traveler/01/images/prettyPhoto/default/default_thumb.png	D:/xyz/saptarang.org/envato/traveler/01/images/prettyPhoto/default/default_thumb.png	(from https://saptarang.org/envato/traveler/01/css/prettyPhoto.css)
23:51:29	4987/4987	---M--	200	added ('OK')	image/gif	etag:%22137b-66a881f2-f1087256017a297a;;;%22	https://saptarang.org/envato/traveler/01/images/prettyPhoto/default/loader.gif	D:/xyz/saptarang.org/envato/traveler/01/images/prettyPhoto/default/loader.gif	(from https://saptarang.org/envato/traveler/01/css/prettyPhoto.css)
23:51:29	4562/4562	---M--	200	added ('OK')	image/png	date:Sat,%2031%20May%202025%2016:51:31%20GMT	https://saptarang.org/envato/traveler/01/images/prettyPhoto/light_rounded/sprite.png	D:/xyz/saptarang.org/envato/traveler/01/images/prettyPhoto/light_rounded/sprite.png	(from https://saptarang.org/envato/traveler/01/css/prettyPhoto.css)
23:51:30	1650/1650	---M--	200	added ('OK')	image/png	date:Sat,%2031%20May%202025%2016:51:32%20GMT	https://saptarang.org/envato/traveler/01/images/prettyPhoto/light_rounded/btnNext.png	D:/xyz/saptarang.org/envato/traveler/01/images/prettyPhoto/light_rounded/btnNext.png	(from https://saptarang.org/envato/traveler/01/css/prettyPhoto.css)
23:51:30	1719/1719	---M--	200	added ('OK')	image/png	date:Sat,%2031%20May%202025%2016:51:33%20GMT	https://saptarang.org/envato/traveler/01/images/prettyPhoto/light_rounded/btnPrevious.png	D:/xyz/saptarang.org/envato/traveler/01/images/prettyPhoto/light_rounded/btnPrevious.png	(from https://saptarang.org/envato/traveler/01/css/prettyPhoto.css)
